"Story","Title","Result","Date","Stability","Duration (s)"
"Update Image","User belum berhasil mengubah gambar profil karena tidak authorization","ERROR","2023-06-18T07:56:30.4084784+07:00[Asia/Jakarta]","0.0","0.93"
