"Story","Title","Result","Date","Stability","Duration (s)"
"Login User","User tidak mendapatkan data token dari fitur login karena nama email tidak terdaftar","SUCCESS","2023-06-17T13:50:21.7333287+07:00[Asia/Jakarta]","0.0","0.27"
