"Story","Title","Result","Date","Stability","Duration (s)"
"Update Image","User belum berhasil mengubah gambar profil karena format gambar invalid","FAILURE","2023-06-18T07:56:29.5054116+07:00[Asia/Jakarta]","0.0","0.87"
