"Story","Title","Result","Date","Stability","Duration (s)"
"Tentang Kami","User ingin melihat ""Tentang Kami""","SUCCESS","2023-06-17T19:50:51.7995871+07:00[Asia/Jakarta]","0.0","14.39"
